id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
412,180,192,170,188,185,160,171,179,152,69,-3,10,warm,light,none,105,25,27,65,58,18,0.507,0.078,0.69,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
413,229,208,110,236,199,99,221,190,90,69,13,47,neutral,light,heavy,78,63,55,41,1,46,0.469,0.478,0.692,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
414,171,209,138,171,200,124,148,188,122,64,-19,35,neutral,medium,heavy,42,38,30,64,25,0,0.508,0.278,0.641,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
415,173,174,176,178,167,168,157,162,166,66,0,-3,neutral,light,mild,85,53,30,25,16,49,0.455,0.024,0.664,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
416,209,217,154,209,210,141,192,203,133,72,-5,32,neutral,deep,heavy,79,63,61,20,0,18,0.471,0.251,0.725,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
417,191,176,140,193,173,125,174,166,119,63,5,21,cool,light,none,13,43,56,44,7,0,0.513,0.208,0.635,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
418,238,156,144,248,151,138,232,138,128,69,43,4,neutral,light,heavy,50,58,63,66,9,34,0.509,0.373,0.695,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
419,238,155,150,247,154,139,229,149,133,69,41,5,neutral,light,mild,36,70,31,13,14,21,0.556,0.365,0.699,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
420,165,199,131,175,198,118,152,193,114,63,-16,37,cool,medium,none,28,74,0,27,44,26,0.503,0.294,0.635,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
421,245,197,160,248,194,150,228,183,142,76,22,19,neutral,light,none,44,82,0,57,43,4,0.618,0.325,0.767,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
422,205,151,166,205,149,160,188,139,150,66,23,-8,cool,deep,none,22,3,41,54,46,11,0.585,0.18,0.665,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
423,193,203,145,199,199,131,179,186,125,68,-5,31,warm,deep,heavy,10,84,29,70,51,48,0.54,0.247,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
424,199,162,119,206,162,109,189,156,106,61,17,24,neutral,light,heavy,17,43,34,31,43,4,0.52,0.322,0.617,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
425,242,143,138,247,140,133,226,129,131,67,48,1,neutral,deep,mild,92,88,58,40,43,40,0.394,0.388,0.673,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
426,209,160,158,212,154,150,196,148,143,66,24,0,cool,deep,mild,51,27,0,12,41,0,0.569,0.188,0.668,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
427,223,168,130,227,163,120,207,149,117,66,27,19,cool,light,heavy,73,13,67,21,42,0,0.49,0.361,0.66,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
428,220,144,121,224,144,111,201,131,108,61,35,14,neutral,deep,none,83,76,55,14,1,33,0.362,0.384,0.62,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
429,183,195,130,184,188,125,168,183,125,64,-7,29,warm,deep,mild,37,16,45,35,59,0,0.535,0.227,0.643,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
430,190,206,127,196,203,116,177,189,109,66,-8,41,warm,light,heavy,25,58,0,17,48,16,0.563,0.322,0.667,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
431,247,150,184,247,145,175,232,132,172,73,46,-17,cool,deep,none,11,86,32,52,43,46,0.627,0.361,0.735,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
432,234,215,131,242,206,124,226,200,119,74,13,38,neutral,medium,heavy,69,19,66,17,54,27,0.58,0.404,0.741,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
433,219,151,107,225,150,95,202,141,89,60,32,25,cool,deep,heavy,41,54,71,20,8,19,0.455,0.451,0.608,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
434,196,178,159,206,178,145,185,171,142,68,9,14,cool,medium,mild,10,21,41,39,30,0,0.605,0.18,0.685,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
435,226,213,188,231,207,175,210,195,175,79,7,13,neutral,medium,heavy,67,74,19,50,40,36,0.588,0.161,0.795,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
436,166,176,169,170,172,162,149,163,159,65,-6,2,cool,light,none,27,76,55,20,3,46,0.45,0.047,0.652,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
437,221,165,158,230,156,152,210,150,151,69,32,0,neutral,medium,heavy,102,0,0,47,4,11,0.569,0.251,0.697,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
438,168,151,182,177,146,174,159,131,166,64,10,-16,cool,deep,none,102,90,28,58,22,17,0.394,0.129,0.643,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
439,167,198,122,176,192,114,151,185,110,62,-13,36,warm,medium,mild,52,73,13,43,44,0,0.444,0.286,0.624,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
440,192,188,129,197,178,123,173,168,120,64,4,25,neutral,medium,mild,11,88,65,61,22,3,0.47,0.231,0.644,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
441,230,181,141,238,172,135,218,165,129,70,28,16,neutral,medium,mild,65,0,21,69,17,27,0.601,0.345,0.706,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
442,183,168,149,188,163,138,163,157,136,63,7,10,warm,deep,heavy,46,32,0,24,32,12,0.532,0.137,0.633,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
443,190,136,110,192,131,103,167,121,97,55,25,11,warm,light,heavy,37,74,0,17,37,40,0.43,0.29,0.55,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
444,238,161,137,239,151,125,218,142,125,66,39,10,cool,light,none,80,3,36,10,20,47,0.522,0.388,0.667,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
445,169,163,116,174,161,110,158,152,109,57,1,23,neutral,medium,heavy,69,9,75,62,2,8,0.416,0.192,0.575,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
446,245,216,117,248,207,104,228,202,98,72,15,49,warm,light,none,48,0,76,37,0,25,0.642,0.506,0.724,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
447,202,158,148,204,152,138,186,141,133,63,21,4,neutral,light,heavy,88,22,37,13,6,26,0.45,0.2,0.639,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
448,215,163,128,221,162,113,201,155,113,64,24,22,cool,deep,heavy,58,0,0,26,18,49,0.572,0.365,0.642,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
449,192,135,123,198,135,108,180,128,106,56,26,11,warm,deep,heavy,88,53,30,50,24,0,0.348,0.294,0.57,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
450,189,214,144,189,209,133,165,202,128,68,-15,35,warm,deep,mild,59,25,15,26,54,29,0.571,0.278,0.688,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
451,234,207,172,241,203,163,223,191,158,78,14,17,neutral,medium,none,91,83,58,39,20,8,0.487,0.247,0.787,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
452,217,176,185,219,169,170,201,154,165,72,20,-3,cool,deep,heavy,94,5,27,67,18,25,0.565,0.157,0.723,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
453,171,169,175,172,168,160,148,158,160,64,-3,1,cool,medium,mild,30,90,4,69,1,22,0.504,0.024,0.647,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
454,210,195,139,211,187,130,196,174,120,68,7,26,warm,deep,none,91,80,35,44,25,0,0.415,0.259,0.684,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
455,195,166,173,195,158,166,172,147,163,67,13,-6,warm,deep,none,34,38,18,52,5,2,0.558,0.106,0.672,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
456,214,211,161,215,209,150,194,197,146,74,-2,27,warm,medium,heavy,79,24,30,30,19,7,0.581,0.212,0.744,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
457,244,180,143,248,171,138,224,156,131,72,33,14,neutral,medium,none,59,27,33,26,37,0,0.578,0.373,0.722,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
458,193,175,126,201,170,111,180,161,110,62,10,27,cool,deep,none,102,60,73,29,25,18,0.335,0.294,0.624,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
459,201,194,126,205,191,120,185,186,112,66,2,33,cool,deep,none,95,0,8,54,28,9,0.556,0.275,0.668,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
460,241,141,114,247,135,102,230,123,102,62,51,14,cool,light,heavy,110,14,46,27,54,28,0.421,0.51,0.626,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
461,180,174,125,184,165,115,159,159,106,60,4,22,warm,deep,heavy,24,9,43,65,54,0,0.521,0.212,0.6,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
462,233,198,131,243,197,124,221,191,122,73,18,34,neutral,medium,none,74,14,0,17,39,14,0.623,0.408,0.731,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
463,211,175,113,216,168,103,200,160,95,63,19,30,neutral,light,heavy,88,20,25,68,12,0,0.469,0.384,0.63,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
464,239,176,108,247,174,98,229,168,90,67,31,35,neutral,light,mild,80,58,0,56,52,48,0.5,0.525,0.672,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
465,190,138,185,193,138,171,178,126,171,64,22,-19,cool,deep,mild,85,37,51,19,18,0,0.427,0.176,0.65,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
466,163,167,135,171,162,123,151,152,118,58,0,17,cool,deep,mild,28,39,0,23,2,12,0.503,0.133,0.59,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
467,208,197,158,215,189,150,200,175,146,71,8,17,cool,deep,heavy,24,56,0,29,56,27,0.619,0.196,0.718,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
468,219,209,138,228,204,127,213,192,123,72,7,36,cool,medium,heavy,98,76,22,48,41,40,0.47,0.337,0.724,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
469,214,134,114,218,132,109,197,117,103,59,38,9,warm,light,none,50,31,0,44,54,24,0.498,0.369,0.593,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
470,183,212,124,183,207,119,166,195,113,65,-17,41,cool,light,heavy,74,19,47,36,7,24,0.512,0.325,0.659,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
471,189,210,144,199,203,138,183,189,136,69,-7,30,warm,light,heavy,78,1,41,59,34,2,0.572,0.235,0.699,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
472,233,153,129,240,143,123,220,128,120,65,43,7,cool,deep,mild,92,37,12,24,22,0,0.474,0.4,0.655,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
473,180,200,189,183,195,175,161,184,171,71,-11,7,neutral,medium,heavy,93,43,59,10,3,10,0.476,0.086,0.716,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
474,233,214,128,236,207,122,211,202,122,73,9,40,neutral,medium,mild,31,0,75,51,54,15,0.656,0.388,0.732,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
475,185,218,159,192,208,149,171,193,139,71,-13,27,cool,medium,mild,35,0,20,19,58,0,0.653,0.212,0.711,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
476,239,175,117,248,174,110,224,167,105,68,32,29,cool,light,mild,70,82,0,56,52,1,0.507,0.482,0.689,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
477,202,144,157,212,137,148,196,132,145,64,32,-8,neutral,medium,none,61,66,0,10,46,24,0.499,0.255,0.643,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
478,179,195,148,179,189,135,159,180,129,65,-10,24,cool,deep,heavy,96,11,28,30,16,40,0.505,0.192,0.651,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
479,166,192,138,170,183,133,155,173,132,62,-11,22,warm,medium,mild,46,65,3,18,1,37,0.482,0.176,0.629,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
480,193,169,160,200,166,146,184,155,137,66,12,7,neutral,deep,heavy,35,75,46,19,60,22,0.472,0.153,0.663,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
481,240,132,141,247,131,130,224,117,126,65,53,-2,cool,medium,mild,16,10,0,26,47,23,0.648,0.416,0.658,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
482,220,133,126,229,131,112,206,117,107,61,44,7,warm,medium,mild,67,87,46,41,0,41,0.393,0.4,0.61,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
483,194,148,130,195,143,118,170,129,118,58,21,10,cool,deep,none,64,75,27,20,26,0,0.383,0.243,0.59,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
484,244,154,166,250,153,157,228,145,157,72,43,-4,neutral,light,mild,38,16,53,43,32,10,0.606,0.341,0.725,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
485,175,209,111,176,203,101,159,193,96,62,-18,48,neutral,deep,mild,75,78,65,45,24,0,0.363,0.38,0.621,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
486,163,169,151,170,168,141,150,156,133,61,-4,11,cool,deep,mild,31,15,0,17,54,18,0.562,0.086,0.62,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
487,187,166,153,187,166,144,165,159,134,64,5,8,neutral,medium,mild,27,25,40,15,41,9,0.528,0.11,0.643,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
488,169,208,181,178,200,171,161,192,161,71,-16,12,neutral,medium,none,27,61,9,46,15,12,0.587,0.125,0.711,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
489,233,140,110,236,132,99,212,122,99,60,47,14,warm,deep,none,60,75,7,40,47,29,0.455,0.478,0.604,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
490,185,199,123,191,198,114,170,193,109,65,-8,39,neutral,medium,none,39,44,74,66,53,31,0.486,0.31,0.651,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
491,226,173,176,235,171,168,218,163,164,74,27,-1,neutral,deep,mild,96,84,47,13,33,26,0.454,0.212,0.744,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
492,212,197,142,216,190,133,198,176,126,69,8,26,cool,medium,heavy,82,42,42,26,57,10,0.489,0.267,0.698,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
493,228,141,112,233,139,107,214,129,98,61,42,13,neutral,medium,mild,19,56,6,12,48,5,0.554,0.435,0.62,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
494,203,153,100,209,144,95,186,129,93,57,27,22,neutral,deep,none,99,44,28,30,51,4,0.36,0.388,0.579,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
495,227,187,163,232,184,155,210,173,152,73,19,12,warm,light,none,32,66,52,30,39,0,0.563,0.243,0.74,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
496,169,146,111,170,146,98,152,139,98,53,7,21,neutral,light,mild,105,19,0,24,56,46,0.391,0.224,0.535,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
497,199,179,166,203,177,160,180,169,156,69,8,6,cool,deep,none,49,42,20,63,18,39,0.555,0.11,0.699,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
498,194,168,135,195,159,123,173,154,118,61,13,15,neutral,medium,none,50,66,54,61,36,46,0.408,0.224,0.617,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
499,234,144,171,238,136,161,220,130,153,69,46,-15,neutral,deep,none,93,34,65,20,4,28,0.447,0.361,0.693,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
500,224,146,131,234,144,126,213,132,117,65,40,6,neutral,light,heavy,10,41,48,26,12,0,0.57,0.365,0.652,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
501,227,205,117,237,202,111,216,193,106,71,12,43,neutral,deep,heavy,75,70,68,62,59,40,0.469,0.435,0.712,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
502,241,171,140,242,166,125,227,151,118,69,33,18,warm,deep,none,34,54,36,44,43,34,0.558,0.4,0.69,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
503,214,153,109,214,152,96,190,143,87,59,26,25,cool,medium,mild,67,3,6,17,13,21,0.507,0.404,0.597,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
504,193,136,123,200,136,110,178,129,105,57,27,10,cool,medium,none,47,0,43,22,11,34,0.476,0.294,0.576,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
505,181,194,157,182,191,147,159,180,143,67,-9,19,neutral,medium,mild,87,2,22,10,39,49,0.555,0.153,0.673,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
506,237,174,171,246,167,162,228,153,159,74,34,0,neutral,light,mild,90,6,0,57,13,9,0.622,0.271,0.745,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
507,220,179,124,227,173,111,206,161,106,66,22,28,cool,medium,heavy,73,1,0,38,15,25,0.573,0.396,0.661,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
508,175,149,101,181,147,95,158,139,89,54,12,23,neutral,deep,none,76,27,34,39,32,48,0.378,0.278,0.546,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
509,226,171,164,232,170,154,207,158,152,72,26,5,neutral,deep,mild,96,76,69,59,50,33,0.411,0.247,0.72,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
