id,height_cm,shoulder_width,bust,waist,hip,shoulder_to_hip_ratio,waist_to_hip_ratio,bust_to_hip_ratio,body_shape,body_subtype,recommended_fits,avoid_fits,top_recommendations,bottom_recommendations,dress_recommendations,necklines,sleeves,fabrics,patterns,accessories,outerwear,footwear
274,173.5,44.6,124.8,115.1,116.7,0.96,0.99,1.07,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
275,167.6,57.2,122.1,81.4,115.0,1.24,0.71,1.06,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
276,154.0,47.1,119.4,76.1,100.9,1.17,0.75,1.18,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
277,174.8,44.0,105.4,86.9,107.6,1.02,0.81,0.98,Rectangle,Straight Column,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
278,150.8,40.7,100.8,73.1,100.5,1.01,0.73,1.0,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
279,165.6,43.4,108.6,98.5,101.2,1.07,0.97,1.07,Apple,Fuller Midsection,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
280,179.5,50.8,125.0,85.6,111.8,1.14,0.77,1.12,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
281,154.1,41.9,113.3,80.2,109.8,0.95,0.73,1.03,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
282,168.1,37.7,101.5,79.1,96.8,0.98,0.82,1.05,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
283,164.6,43.8,106.5,92.8,99.8,1.1,0.93,1.07,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
284,174.9,48.6,119.9,81.6,118.1,1.03,0.69,1.02,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
285,155.6,44.1,106.5,77.2,108.8,1.01,0.71,0.98,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
286,156.5,38.9,109.7,82.7,95.6,1.02,0.87,1.15,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
287,161.6,38.0,104.9,88.7,92.7,1.02,0.96,1.13,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
288,171.9,52.1,138.0,126.5,123.7,1.05,1.02,1.12,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
289,176.9,48.3,125.1,112.8,121.6,0.99,0.93,1.03,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
290,166.3,34.8,88.8,60.7,87.9,0.99,0.69,1.01,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
291,170.1,37.3,91.2,78.9,111.3,0.84,0.71,0.82,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
292,181.4,36.2,86.3,63.9,89.9,1.01,0.71,0.96,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
293,167.3,36.0,99.7,91.0,91.6,0.98,0.99,1.09,Apple,Round Apple,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
294,151.3,45.1,110.7,95.4,107.7,1.05,0.89,1.03,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
295,162.3,37.1,102.8,84.9,95.5,0.97,0.89,1.08,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
296,156.2,41.3,93.7,60.1,85.7,1.2,0.7,1.09,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
297,184.7,29.0,80.5,66.1,92.7,0.78,0.71,0.87,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
298,168.6,36.1,91.9,62.3,92.3,0.98,0.68,1.0,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
